0	0.000000	0.574257	NaN
1	0.783333	0.568627	0.047619
2	0.782143	0.568627	0.000000
3	0.782143	0.574257	0.095238
4	0.778571	0.574257	0.047619
5	0.777381	0.574257	0.000000
6	0.777381	0.574257	0.067344
7	0.775000	0.580000	0.067344
8	0.773810	0.580000	0.000000
9	0.773810	0.585859	0.047619
10	0.770238	0.585859	0.047619
11	0.769048	0.585859	0.047619
12	0.769048	0.585859	0.047619
13	0.766667	0.585859	0.047619
14	0.765476	0.585859	0.000000
15	0.765476	0.585859	0.047619
16	0.763095	0.575758	0.047619
17	0.760714	0.580000	0.067344
18	0.758333	0.580000	0.047619
19	0.754762	0.570000	0.047619
20	0.754762	0.560000	0.067344
21	0.753571	0.550000	0.047619
22	0.752381	0.560000	0.047619
23	0.752381	0.560000	0.000000
24	0.752381	0.560000	0.047619
25	0.751190	0.560000	0.000000
26	0.751190	0.565657	0.047619
27	0.751190	0.565657	0.000000
28	0.751190	0.565657	0.067344
29	0.748810	0.565657	0.000000
30	0.748810	0.581633	0.082479
31	0.742857	0.577320	0.067344
32	0.740476	0.577320	0.000000
33	0.740476	0.589474	0.082479
34	0.735714	0.589474	0.047619
35	0.730952	0.578947	0.047619
36	0.728571	0.578947	0.067344
37	0.726190	0.562500	0.067344
38	0.725000	0.556701	0.047619
39	0.723810	0.562500	0.047619
40	0.722619	0.541667	0.067344
41	0.719048	0.541667	0.000000
42	0.719048	0.541667	0.000000
43	0.719048	0.525773	0.047619
44	0.717857	0.531250	0.067344
45	0.714286	0.525773	0.047619
46	0.713095	0.530612	0.082479
47	0.709524	0.530612	0.000000
48	0.709524	0.536082	0.067344
49	0.704762	0.530612	0.067344
50	0.702381	0.530612	0.047619
51	0.700000	0.536082	0.047619
52	0.698810	0.536082	0.082479
53	0.694048	0.536082	0.000000
54	0.694048	0.562500	0.067344
55	0.690476	0.562500	0.000000
56	0.690476	0.562500	0.000000
57	0.690476	0.562500	0.000000
58	0.690476	0.562500	0.047619
59	0.688095	0.546392	0.082479
60	0.680952	0.546392	0.000000
61	0.680952	0.546392	0.047619
62	0.680952	0.557895	0.067344
63	0.677381	0.563830	0.047619
64	0.676190	0.563830	0.095238
65	0.670238	0.553191	0.047619
66	0.667857	0.563830	0.047619
67	0.667857	0.574468	0.067344
68	0.665476	0.563830	0.067344
69	0.658333	0.563830	0.000000
70	0.658333	0.586957	0.082479
71	0.655952	0.586957	0.000000
72	0.655952	0.582418	0.082479
73	0.657143	0.593407	0.047619
74	0.657143	0.615385	0.082479
75	0.653571	0.647727	0.134687
76	0.644048	0.666667	0.067344
77	0.642857	0.655172	0.047619
78	0.639286	0.674419	0.067344
79	0.636905	0.666667	0.067344
80	0.634524	0.686047	0.067344
81	0.630952	0.674419	0.067344
82	0.627381	0.674419	0.000000
83	0.627381	0.674419	0.000000
84	0.627381	0.674419	0.000000
85	0.627381	0.674419	0.082479
86	0.626190	0.674419	0.000000
87	0.626190	0.674419	0.000000
88	0.626190	0.674419	0.082479
89	0.621429	0.674419	0.047619
90	0.619048	0.666667	0.082479
91	0.615476	0.686047	0.067344
92	0.614286	0.686047	0.000000
93	0.614286	0.686047	0.047619
94	0.613095	0.674419	0.067344
95	0.613095	0.694118	0.095238
96	0.609524	0.697674	0.082479
97	0.607143	0.697674	0.047619
98	0.604762	0.705882	0.082479
99	0.601190	0.705882	0.067344
100	0.595238	0.705882	0.047619
101	0.594048	0.697674	0.067344
102	0.592857	0.705882	0.047619
103	0.590476	0.709302	0.067344
104	0.588095	0.709302	0.082479
105	0.582143	0.709302	0.000000
106	0.582143	0.717647	0.067344
107	0.584524	0.717647	0.067344
108	0.582143	0.746988	0.095238
109	0.576190	0.746988	0.000000
110	0.576190	0.734940	0.067344
111	0.572619	0.726190	0.095238
112	0.567857	0.697674	0.095238
113	0.564286	0.689655	0.047619
114	0.561905	0.681818	0.067344
115	0.561905	0.681818	0.067344
116	0.557143	0.681818	0.082479
117	0.554762	0.689655	0.082479
118	0.546429	0.689655	0.047619
119	0.545238	0.689655	0.095238
120	0.541667	0.689655	0.047619
121	0.540476	0.697674	0.047619
122	0.540476	0.697674	0.067344
123	0.539286	0.717647	0.067344
124	0.538095	0.717647	0.047619
125	0.538095	0.709302	0.047619
126	0.535714	0.678161	0.082479
127	0.534524	0.670455	0.106479
128	0.532143	0.670455	0.067344
129	0.530952	0.678161	0.067344
130	0.528571	0.659091	0.095238
131	0.520238	0.637363	0.125988
132	0.509524	0.648352	0.047619
133	0.508333	0.655556	0.082479
134	0.503571	0.666667	0.047619
135	0.502381	0.666667	0.067344
136	0.501190	0.677778	0.082479
137	0.497619	0.688889	0.047619
138	0.495238	0.696629	0.116642
139	0.490476	0.688889	0.047619
140	0.489286	0.681319	0.047619
141	0.486905	0.670330	0.047619
142	0.488095	0.681319	0.082479
143	0.484524	0.670330	0.047619
144	0.484524	0.670330	0.067344
145	0.482143	0.670330	0.095238
146	0.476190	0.652174	0.047619
147	0.475000	0.652174	0.047619
148	0.476190	0.645161	0.067344
149	0.472619	0.670330	0.082479
150	0.469048	0.670330	0.067344
151	0.467857	0.677778	0.082479
152	0.467857	0.674157	0.067344
153	0.465476	0.674157	0.000000
154	0.465476	0.666667	0.082479
155	0.458333	0.674157	0.067344
156	0.457143	0.655556	0.082479
157	0.452381	0.644444	0.067344
158	0.452381	0.637363	0.082479
159	0.448810	0.637363	0.000000
160	0.448810	0.619565	0.095238
161	0.444048	0.619565	0.000000
162	0.444048	0.619565	0.067344
163	0.438095	0.619565	0.047619
164	0.436905	0.619565	0.047619
165	0.435714	0.619565	0.067344
166	0.432143	0.637363	0.047619
167	0.430952	0.619565	0.067344
168	0.426190	0.602151	0.082479
169	0.425000	0.602151	0.000000
170	0.425000	0.591398	0.067344
171	0.423810	0.597826	0.047619
172	0.422619	0.619565	0.067344
173	0.421429	0.630435	0.047619
174	0.421429	0.630435	0.000000
175	0.421429	0.630435	0.000000
176	0.421429	0.648352	0.082479
177	0.415476	0.648352	0.047619
178	0.416667	0.659341	0.047619
179	0.415476	0.648352	0.082479
180	0.411905	0.648352	0.047619
181	0.409524	0.648352	0.000000
182	0.409524	0.648352	0.067344
183	0.404762	0.648352	0.067344
184	0.404762	0.648352	0.047619
185	0.403571	0.641304	0.047619
186	0.403571	0.641304	0.000000
187	0.403571	0.641304	0.067344
188	0.401190	0.610526	0.095238
189	0.400000	0.604167	0.082479
190	0.400000	0.604167	0.000000
191	0.400000	0.597938	0.095238
192	0.402381	0.597938	0.000000
193	0.402381	0.597938	0.000000
194	0.402381	0.597938	0.067344
195	0.402381	0.604167	0.067344
196	0.401190	0.604167	0.047619
197	0.400000	0.604167	0.067344
198	0.398810	0.610526	0.067344
199	0.395238	0.610526	0.067344
200	0.397619	0.610526	0.095238
201	0.400000	0.604167	0.095238
202	0.398810	0.604167	0.067344
203	0.396429	0.604167	0.000000
204	0.396429	0.604167	0.047619
205	0.396429	0.604167	0.047619
206	0.396429	0.604167	0.000000
207	0.396429	0.597938	0.082479
208	0.395238	0.604167	0.047619
209	0.394048	0.604167	0.047619
210	0.394048	0.627660	0.095238
211	0.391667	0.627660	0.000000
212	0.391667	0.627660	0.000000
213	0.391667	0.617021	0.047619
214	0.390476	0.617021	0.067344
215	0.388095	0.617021	0.047619
216	0.385714	0.617021	0.047619
217	0.385714	0.617021	0.000000
218	0.385714	0.617021	0.082479
219	0.379762	0.623656	0.082479
220	0.379762	0.630435	0.082479
221	0.378571	0.637363	0.047619
222	0.376190	0.637363	0.082479
223	0.372619	0.637363	0.000000
224	0.372619	0.626374	0.047619
225	0.372619	0.644444	0.047619
226	0.373810	0.637363	0.067344
227	0.376190	0.648352	0.047619
228	0.373810	0.648352	0.047619
229	0.370238	0.637363	0.047619
230	0.371429	0.626374	0.067344
231	0.370238	0.626374	0.000000
232	0.370238	0.640449	0.067344
233	0.365476	0.644444	0.067344
234	0.365476	0.644444	0.000000
235	0.365476	0.651685	0.067344
