0	0.000000	0.761905	NaN	0.000000
1	0.744048	0.761905	0.000000	625.000000
2	0.744048	0.752941	0.239046	625.000000
3	0.716667	0.764706	0.169031	602.000000
4	0.708333	0.764706	0.000000	595.000000
5	0.708333	0.773810	0.108465	595.000000
6	0.704762	0.761905	0.124035	592.000000
7	0.702381	0.741176	0.125000	590.000000
8	0.700000	0.741176	0.000000	588.000000
9	0.700000	0.741176	0.121268	588.000000
10	0.696429	0.729412	0.125988	585.000000
11	0.694048	0.717647	0.127000	583.000000
12	0.692857	0.726190	0.108465	582.000000
13	0.690476	0.726190	0.123091	580.000000
14	0.689286	0.714286	0.128037	579.000000
15	0.689286	0.714286	0.124035	579.000000
16	0.685714	0.705882	0.119523	576.000000
17	0.682143	0.705882	0.000000	573.000000
18	0.682143	0.705882	0.000000	573.000000
19	0.682143	0.705882	0.125000	573.000000
20	0.680952	0.705882	0.111111	572.000000
21	0.678571	0.705882	0.000000	570.000000
22	0.678571	0.717647	0.125000	570.000000
23	0.676190	0.717647	0.125988	568.000000
24	0.671429	0.717647	0.127000	564.000000
25	0.670238	0.717647	0.109764	563.000000
26	0.666667	0.717647	0.000000	560.000000
27	0.666667	0.705882	0.128037	560.000000
28	0.663095	0.686047	0.129099	557.000000
29	0.659524	0.697674	0.109764	554.000000
30	0.659524	0.678161	0.129099	554.000000
31	0.654762	0.694118	0.151620	550.000000
32	0.650000	0.705882	0.121268	546.000000
33	0.650000	0.717647	0.122169	546.000000
34	0.645238	0.717647	0.155230	542.000000
35	0.639286	0.717647	0.125000	537.000000
36	0.639286	0.709302	0.156174	537.000000
37	0.632143	0.697674	0.128037	531.000000
38	0.628571	0.693182	0.190117	528.000000
39	0.620238	0.701149	0.150756	521.000000
40	0.619048	0.709302	0.107211	520.000000
41	0.616667	0.720930	0.122169	518.000000
42	0.613095	0.701149	0.178174	515.000000
43	0.607143	0.712644	0.125988	510.000000
44	0.604762	0.720930	0.107211	508.000000
45	0.601190	0.712644	0.158114	505.000000
46	0.596429	0.696629	0.127000	501.000000
47	0.592857	0.688889	0.113228	498.000000
48	0.592857	0.670330	0.127000	498.000000
49	0.589286	0.670330	0.000000	495.000000
50	0.589286	0.627660	0.181071	495.000000
51	0.582143	0.610526	0.130189	489.000000
52	0.580952	0.610526	0.127000	488.000000
53	0.577381	0.610526	0.128037	485.000000
54	0.575000	0.593750	0.131306	483.000000
55	0.573810	0.593750	0.109109	482.000000
56	0.571429	0.583333	0.132453	480.000000
57	0.566667	0.589474	0.102062	476.000000
58	0.564286	0.602151	0.145095	474.000000
59	0.560714	0.602151	0.109764	471.000000
60	0.558333	0.595745	0.174078	469.000000
61	0.555952	0.606383	0.112509	467.000000
62	0.552381	0.612903	0.103142	464.000000
63	0.550000	0.612903	0.000000	462.000000
64	0.550000	0.600000	0.176777	462.000000
65	0.545238	0.600000	0.000000	458.000000
66	0.545238	0.600000	0.000000	458.000000
67	0.545238	0.606383	0.102598	458.000000
68	0.542857	0.606383	0.127000	456.000000
69	0.540476	0.606383	0.128037	454.000000
70	0.539286	0.606383	0.000000	453.000000
71	0.539286	0.606383	0.000000	453.000000
72	0.539286	0.612903	0.129099	453.000000
73	0.532143	0.595745	0.132453	447.000000
74	0.528571	0.589474	0.133631	444.000000
75	0.526190	0.578947	0.133631	442.000000
76	0.522619	0.578947	0.000000	439.000000
77	0.522619	0.578947	0.000000	439.000000
78	0.522619	0.578947	0.000000	439.000000
79	0.522619	0.578947	0.000000	439.000000
80	0.522619	0.578947	0.130189	439.000000
81	0.522619	0.562500	0.134840	439.000000
82	0.522619	0.552083	0.136083	439.000000
83	0.522619	0.552083	0.000000	439.000000
84	0.522619	0.546392	0.132453	439.000000
85	0.520238	0.546392	0.000000	437.000000
86	0.520238	0.530612	0.137361	437.000000
87	0.519048	0.530612	0.111803	436.000000
88	0.519048	0.530612	0.134840	436.000000
89	0.511905	0.525253	0.136083	430.000000
90	0.509524	0.525253	0.117041	428.000000
91	0.508333	0.525253	0.000000	427.000000
92	0.508333	0.525253	0.000000	427.000000
