0	0.000000	0.761905	NaN	0.000000
1	0.744048	0.761905	0.000000	625.000000
2	0.744048	0.768293	0.188982	625.000000
3	0.739286	0.759036	0.163299	621.000000
4	0.740476	0.768293	0.125988	622.000000
5	0.734524	0.768293	0.166667	617.000000
6	0.732143	0.756098	0.178174	615.000000
7	0.727381	0.756098	0.118678	611.000000
8	0.723810	0.768293	0.117851	608.000000
9	0.723810	0.738095	0.167836	608.000000
10	0.715476	0.746988	0.109109	601.000000
11	0.714286	0.768293	0.119523	600.000000
12	0.710714	0.780488	0.170251	597.000000
13	0.708333	0.780488	0.111111	595.000000
14	0.708333	0.783133	0.118678	595.000000
15	0.705952	0.783133	0.112509	593.000000
16	0.701190	0.795181	0.162221	589.000000
17	0.697619	0.804878	0.170251	586.000000
18	0.691667	0.804878	0.172774	581.000000
19	0.686905	0.795181	0.123091	577.000000
20	0.684524	0.795181	0.000000	575.000000
21	0.684524	0.807229	0.169031	575.000000
22	0.682143	0.797619	0.157135	573.000000
23	0.680952	0.788235	0.159111	572.000000
24	0.682143	0.779070	0.122169	573.000000
25	0.677381	0.809524	0.152499	569.000000
26	0.675000	0.809524	0.121268	567.000000
27	0.675000	0.819277	0.169031	567.000000
28	0.666667	0.807229	0.171499	560.000000
29	0.666667	0.773810	0.172774	560.000000
30	0.665476	0.792683	0.154303	559.000000
31	0.660714	0.795181	0.165521	555.000000
32	0.659524	0.783133	0.174078	554.000000
33	0.660714	0.773810	0.124035	555.000000
34	0.659524	0.795181	0.117041	554.000000
35	0.653571	0.795181	0.000000	549.000000
36	0.653571	0.785714	0.165521	549.000000
37	0.646429	0.797619	0.165521	543.000000
38	0.652381	0.788235	0.118678	548.000000
39	0.650000	0.776471	0.122169	546.000000
40	0.652381	0.773810	0.123091	548.000000
41	0.647619	0.750000	0.175412	544.000000
42	0.646429	0.729412	0.169031	543.000000
43	0.641667	0.750000	0.120386	539.000000
44	0.636905	0.750000	0.160128	535.000000
45	0.640476	0.771084	0.154303	538.000000
46	0.635714	0.759036	0.125000	534.000000
47	0.633333	0.756098	0.125988	532.000000
48	0.628571	0.768293	0.172774	528.000000
49	0.630952	0.790123	0.117851	530.000000
50	0.629762	0.802469	0.157135	529.000000
51	0.628571	0.825000	0.112509	528.000000
52	0.626190	0.837500	0.113228	526.000000
53	0.623810	0.837500	0.121268	524.000000
54	0.623810	0.825000	0.122169	524.000000
55	0.620238	0.814815	0.121268	521.000000
56	0.614286	0.835443	0.157135	516.000000
57	0.611905	0.812500	0.123091	514.000000
58	0.613095	0.812500	0.170251	515.000000
59	0.607143	0.812500	0.119523	510.000000
60	0.609524	0.825000	0.120386	512.000000
61	0.611905	0.802469	0.123091	514.000000
62	0.614286	0.802469	0.122169	516.000000
63	0.611905	0.802469	0.157135	514.000000
64	0.608333	0.802469	0.120386	511.000000
65	0.602381	0.790123	0.124035	506.000000
66	0.600000	0.768293	0.125000	504.000000
67	0.601190	0.777778	0.120386	505.000000
68	0.601190	0.790123	0.121268	505.000000
69	0.601190	0.790123	0.125000	505.000000
70	0.596429	0.777778	0.125000	501.000000
71	0.598810	0.777778	0.171499	503.000000
72	0.596429	0.768293	0.122169	501.000000
73	0.598810	0.759036	0.174078	503.000000
74	0.594048	0.768293	0.121268	499.000000
75	0.595238	0.759036	0.171499	500.000000
76	0.589286	0.750000	0.155230	495.000000
77	0.584524	0.738095	0.125988	491.000000
78	0.579762	0.726190	0.127000	487.000000
79	0.576190	0.717647	0.155230	484.000000
80	0.576190	0.697674	0.179605	484.000000
81	0.575000	0.697674	0.129099	483.000000
82	0.577381	0.701149	0.155230	485.000000
83	0.573810	0.693182	0.110432	482.000000
84	0.569048	0.693182	0.157135	478.000000
85	0.564286	0.693182	0.125988	474.000000
86	0.564286	0.685393	0.128037	474.000000
87	0.552381	0.685393	0.113228	464.000000
88	0.553571	0.685393	0.000000	465.000000
89	0.553571	0.693182	0.123091	465.000000
90	0.548810	0.704545	0.125988	461.000000
91	0.547619	0.712644	0.106600	460.000000
92	0.546429	0.709302	0.127000	459.000000
